Account,sentiment,fills,accounts,symbols,notional_usd,avg_notional_usd,gross_closed_pnl,total_fees,net_pnl,closed_fills,reducing_position_rate,closed_win_rate,avg_closed_pnl,median_closed_pnl,net_pnl_per_1k_notional
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,Extreme Greed,3150,1,54,1707644.17,542.1092603174603,67275.949439,602.72904938,66673.22038962,1270,40.38095238095238,85.03937007874016,52.97318853464567,9.77075,39.043977405210825
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Extreme Fear,986,1,5,10441684.57,10589.94378296146,166696.399486,1960.891566,164735.50792,311,31.541582150101423,98.07073954983923,536.0012845209003,103.00829,15.776717522506045
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Fear,1396,1,5,18227807.74,13057.168868194842,296781.722858,3607.139708,293174.58315,599,42.90830945558739,95.32554257095158,495.46197472120207,52.625,16.08391899518686
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Neutral,672,1,6,3667355.44,5457.3741666666665,97380.090931,792.85779219,96587.23313881,506,75.29761904761905,100.0,192.45077259090908,30.3384,26.337025335839822
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Greed,1135,1,6,6357516.12,5601.335788546256,96392.783186,1459.994538,94932.788648,721,63.61233480176212,93.75866851595008,133.6931805631068,2.400307,14.932370890787455
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,Extreme Greed,167,1,4,878585.38,5260.990299401197,20496.054182,205.10879,20290.945392,96,57.48502994011976,62.5,213.50056439583332,42.922124999999994,23.095018257645037
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Fear,371,1,2,9319233.83,25119.228652291105,74346.546606,2924.867029,71421.679577,159,42.857142857142854,100.0,467.5883434339623,130.880244,7.663900367762314
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Fear,1156,1,3,17929601.08,15510.035536332178,-19126.158064,5814.281086,-24940.439150000006,477,41.34948096885813,86.16352201257862,-40.09676742976939,31.291169,-1.391020304284428
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Neutral,1277,1,3,21862924.69,17120.53617071261,45514.323221,6955.470137,38558.853083999995,574,45.02740798747064,94.94773519163763,79.29324602961672,40.805755000000005,1.7636639942155878
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Greed,2334,1,22,34783947.19,14903.147896315337,79023.471493,11169.308956,67854.162537,849,37.23221936589546,94.4640753828033,93.07829386690224,30.657978,1.9507321054267044
0x4f93fead39b70a1824f981a54d4e55b278e9f760,Extreme Greed,2446,1,2,45776822.49,18714.972399836468,129217.68646,13860.540195,115357.146265,890,36.38593622240393,91.68539325842696,145.18841175280897,43.5640925,2.5199902481261103
0x513b8629fe877bb581bf244e326a047b249c4ff1,Extreme Fear,346,1,2,3336829.2199999997,9644.015086705202,-71121.820704,537.567878,-71659.388582,157,45.3757225433526,66.87898089171973,-453.0052274140127,26.369794,-21.4752940163956
