Account,sentiment,fills,accounts,symbols,notional_usd,avg_notional_usd,gross_closed_pnl,total_fees,net_pnl,closed_fills,reducing_position_rate,closed_win_rate,avg_closed_pnl,median_closed_pnl,net_pnl_per_1k_notional
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Extreme Fear,68,1,2,653351.5,9608.110294117647,3425.96095,228.673001,3197.287949,33,48.529411764705884,100.0,103.81699848484848,54.22592,4.893672011160914
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Fear,191,1,2,1513049.15,7921.723298429319,-621.54506,238.40104755000002,-859.94610755,7,3.664921465968586,0.0,-88.79215142857143,-91.78672,-0.5683530555170664
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Neutral,45,1,1,426667.97,9481.510444444444,0.0,1.99999899,-1.99999899,0,0.0,,,,-0.004687483314015814
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Greed,1199,1,3,4734259.0,3948.5062552126774,60254.251561,1467.625188,58786.626373,419,34.94578815679733,96.65871121718376,143.80489632696896,41.182911,12.417281431582007
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Extreme Greed,1549,1,5,3665028.12,2366.0607617817946,63520.274683,885.25956372,62635.01511928,433,28.01807617817947,100.0,146.6980939561201,60.417248,17.089913929304313
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Extreme Fear,270,1,4,162539.17,601.996925925926,1011.258943,23.570993,987.68795,62,22.962962962962962,98.38709677419355,16.310628112903228,7.8794625,6.076614947646158
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Fear,2324,1,7,2722493.0,1171.4685886402754,12934.469345,468.235586,12466.233759,743,31.92771084337349,99.59623149394348,17.40843788021534,2.6208,4.578977341355882
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Neutral,5399,1,12,6313359.24,1169.3571476199297,9467.021637,905.5027867359,8561.5188502641,1826,33.76551213187627,94.46878422782036,5.184568256845564,2.13108,1.3560956259260954
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Greed,4115,1,10,4833683.86,1174.6497837181046,35098.877549,502.8048913683,34596.0726576317,1400,34.02187120291616,99.21428571428571,25.070626820714285,11.953520000000001,7.1572890697141505
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Extreme Greed,3497,1,3,5836132.71,1668.89697169002,47791.247782,387.841176,47403.406606,1530,43.780383185587645,96.79738562091504,31.236109661437908,9.1667875,8.122400391063074
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Extreme Fear,5,1,2,1460.13,292.026,-961.048507,0.511043,-961.55955,4,100.0,0.0,-240.26212675,-17.760184499999998,-658.5437940457356
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Fear,44,1,5,313640.08999999997,7128.183863636363,-16719.913714000002,140.33584480000002,-16860.249558800002,13,34.090909090909086,23.076923076923077,-1286.147208769231,-207.907047,-53.756678742185045
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Neutral,4,1,2,629.06,157.265,-53.631353999999995,0.12656147,-53.75791547,2,50.0,0.0,-26.815676999999997,-26.815676999999997,-85.45753262009984
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Greed,108,1,5,128086.16,1185.982962962963,44169.810737,24.28091997,44145.52981703,103,98.14814814814815,100.0,428.8331139514563,79.333406,344.65495582840487
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,Extreme Greed,256,1,6,417993.96,1632.78890625,46411.26711,24.68363527,46386.58347473,133,51.953125,100.0,348.95689556390977,72.213237,110.97429129054879
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Extreme Fear,80,1,3,316665.65,3958.3206250000003,622.41079,106.399585,516.011205,6,7.5,100.0,103.73513166666667,89.50601950000001,1.6295143000195949
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Fear,123,1,2,293743.3,2388.1569105691055,8129.3406589999995,98.697644,8030.643015,43,34.959349593495936,100.0,189.05443393023253,59.88675,27.338982761479155
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Greed,170,1,2,423422.33,2490.7195882352944,38168.35486,142.269751,38026.085109,76,44.70588235294118,100.0,502.21519552631577,117.28189800000001,89.8065180194913
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,Extreme Greed,190,1,2,643594.44,3387.3391578947367,20925.513222,201.36228461,20724.15093739,105,55.78947368421052,100.0,199.29060211428572,100.930641,32.20063699958316
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Extreme Fear,17,1,1,38053.979999999996,2238.4694117647055,0.0,3.805396,-3.805396,0,0.0,,,,-0.09999994744307955
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Fear,455,1,4,3438057.09,7556.169428571428,14542.702934,395.1179374464,14147.5849965536,207,45.494505494505496,71.98067632850241,70.25460354589373,5.91848,4.1149942034713565
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Neutral,52,1,2,954481.99,18355.422884615386,7157.683579,138.825683,7018.857896,20,38.46153846153847,100.0,357.88417895,8.5337,7.353578139279507
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Greed,5,1,1,9082.85,1816.5700000000002,43.2005,2.938894,40.261606,2,40.0,100.0,21.60025,21.60025,4.432706254094255
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,Extreme Greed,5,1,2,8647.35,1729.47,15.24474,1.057699,14.187041,1,20.0,100.0,15.24474,15.24474,1.640622965417151
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Fear,739,1,7,1240856.41,1679.102043301759,9544.906134,591.29443594,8953.61169806,398,53.85656292286875,57.78894472361809,23.982176216080404,2.69496,7.215671068709715
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Fear,3005,1,21,4792042.53,1594.6896938435941,93165.161357,2739.40674467,90425.75461233,989,35.00831946755408,99.3933265925177,94.20137649848333,24.230713,18.869981651087308
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Neutral,3457,1,33,9064146.19,2621.9688140005783,401309.434693,3042.88209898,398266.55259402003,1535,45.84900202487706,85.14657980456026,261.43937113550487,47.631019,43.93867268308258
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Greed,5889,1,55,36284991.08,6161.486004415011,534058.23633,8096.03410723,525962.20222277,2464,44.184071998641535,65.30032467532467,216.74441409496754,1.444685,14.49531022518774
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,Extreme Greed,1643,1,31,5161529.02,3141.527096774193,1105304.859175,1525.700865,1103779.15831,893,54.53438831405965,93.84098544232923,1237.743403331467,86.99547,213.8473219918078
0xb899e522b5715391ae1d4f137653e7906c5e2115,Extreme Fear,1577,1,3,32610576.83,20678.869264426125,-33221.806818,8805.040339,-42026.847157,830,52.63157894736842,63.85542168674698,-40.026273274698795,1.674941,-1.2887489655913578
0xb899e522b5715391ae1d4f137653e7906c5e2115,Fear,2947,1,5,68691467.31,23308.947170003394,51692.358711,17944.384255,33747.974456,1643,55.75161180861894,91.661594643944,31.46217815642118,6.2104,0.4912979119181957
0xb899e522b5715391ae1d4f137653e7906c5e2115,Neutral,314,1,3,7574996.96,24124.194140127387,4017.948928,1893.749121,2124.199807,168,53.503184713375795,51.19047619047619,23.916362666666664,0.008175,0.28042252930488304
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Extreme Fear,4480,1,2,19924907.69,4447.5240379464285,261917.977792,1898.077166219,260019.900625781,1700,37.94642857142857,100.0,154.06939870117645,31.5429485,13.049992736291617
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Fear,12437,1,2,40734967.95,3275.304973064244,620872.375844,5641.877452,615230.498392,6283,50.51861381362065,98.63122712080217,98.8178220346968,7.728948,15.103252300263561
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Neutral,4270,1,1,7376108.43,1727.4258618266979,57368.780126,1056.631239,56312.148887,2011,47.096018735362996,100.0,28.527488874191942,2.106,7.634398195390954
0xbaaaf6571ab7d571043ff1e313a9609a10637864,Greed,5,1,1,356.17,71.23400000000001,4.672458,0.119809,4.552649,3,60.0,33.33333333333333,1.557486,-0.01276,12.782236010893675
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Extreme Fear,387,1,10,3876163.91,10015.927416020671,37712.523408999994,847.633334,36864.890074999996,171,43.41085271317829,56.72514619883041,220.54107256725143,6.33546,9.51066335969265
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Fear,1181,1,20,10712789.22,9070.947688399661,236797.727737,2374.144915,234423.582822,700,59.017781541066896,84.14285714285714,338.2824681957143,39.5523975,21.882590799448213
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Neutral,413,1,15,4416024.05,10692.552179176755,-90302.553718,1269.64353543,-91572.19725343,149,35.83535108958838,45.63758389261745,-606.0574075033556,-20.124,-20.736344779062062
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Greed,350,1,5,839231.03,2397.802942857143,30258.203855,136.573241,30121.630614,100,28.285714285714285,85.0,302.58203855,72.27304000000001,35.891940999846014
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,Extreme Greed,310,1,4,893183.5,2881.2370967741936,6053.160569999998,145.10345900000002,5908.057110999998,57,18.387096774193548,45.614035087719294,106.19579947368418,-0.128,6.614606193464163
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Extreme Fear,5079,1,2,7342854.15,1445.72832250443,30774.092128,1729.51492992,29044.577198080002,2878,56.62531994487103,72.93259207783183,10.692874262682418,3.879208,3.9554887792616715
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Fear,12901,1,2,19395677.62,1503.4243562514534,55978.79696,4455.59968697,51523.19727303,6437,49.895356949073715,75.46993941276993,8.696410899487338,3.28,2.6564267710812772
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Neutral,8143,1,2,13239784.34,1625.9099029841582,27116.682664,3109.55860352,24007.12406048,4292,52.621883826599536,65.98322460391427,6.31795961416589,1.6279400000000002,1.8132564280484347
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Greed,7338,1,14,17601612.08,2398.693387844099,243399.51314,2384.0674206,241015.4457194,4424,60.411556282365765,77.07956600361663,55.01797313291139,4.445507,13.692805217157135
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,Extreme Greed,6723,1,5,16527882.25,2458.4087832812734,478811.468185,1674.1590679399999,477137.30911706,4520,67.23189052506322,88.69469026548673,105.9317407488938,4.1064,28.868629501342195
