date,sentiment,fills,accounts,symbols,notional_usd,avg_notional_usd,gross_closed_pnl,total_fees,net_pnl,closed_fills,reducing_position_rate,closed_win_rate,avg_closed_pnl,median_closed_pnl,net_pnl_per_1k_notional
2024-08-01,Neutral,57,4,6,227774.53,3996.044385964912,167.080017,108.095036,58.98498099999998,7,14.035087719298245,57.14285714285714,23.868573857142856,0.5508,0.2589621455919588
2024-08-02,Greed,63,3,5,396320.37,6290.799523809524,782.3681909999999,145.520462,636.847729,17,28.57142857142857,100.0,46.02165829411764,9.276084,1.6069013283369713
2024-08-03,Fear,37,5,4,290532.86,7852.239459459459,464.1897,108.653106,355.53659400000004,1,5.405405405405405,100.0,464.1897,464.1897,1.223739696776468
2024-08-04,Fear,127,5,5,1207744.07,9509.795826771655,-122672.000883,445.902235,-123117.903118,65,52.75590551181102,4.615384615384616,-1887.2615520461538,-139.571036,-101.94039132645047
2024-08-05,Fear,80,4,6,420495.4,5256.1925,-13013.665169,202.719158,-13216.384327,38,47.5,86.8421052631579,-342.464872868421,1.560243,-31.430508697598114
2024-08-06,Extreme Fear,107,2,16,61478.38,574.5642990654205,267.318048,62.621279,204.696769,26,28.971962616822427,50.0,10.281463384615384,0.5659705,3.3295732418453445
2024-08-07,Fear,33,3,14,2492.77,75.53848484848484,188.789255,3.7522038,185.0370512,10,63.63636363636363,100.0,18.8789255,19.1838775,74.22949217135957
2024-08-08,Extreme Fear,9,2,4,16299.35,1811.038888888889,-40.712216999999995,6.647995,-47.360212,3,44.44444444444444,0.0,-13.570738999999998,-6.007082,-2.9056503480200124
2024-08-09,Neutral,144,5,8,503204.86,3494.4781944444444,18082.071276,185.25438068,17896.81689532,58,40.97222222222222,74.13793103448276,311.7598495862069,4.0260735,35.56566781831162
2024-08-10,Fear,88,2,4,11339.29,128.8555681818182,0.0,50.0831879,-50.0831879,0,1.1363636363636365,,,,-4.416783405310209
2024-08-11,Fear,24,2,2,44230.21,1842.9254166666667,847.7766200000001,40.931287,806.845333,4,16.666666666666664,100.0,211.94415500000002,239.538045,18.24195121388752
2024-08-12,Fear,48,3,5,54167.32,1128.4858333333334,858.6705000000001,36.071895,822.598605,6,14.583333333333334,100.0,143.11175,110.3195,15.186252615045381
2024-08-13,Fear,23,3,5,20797.87,904.2552173913043,212.08102,17.932876999999998,194.148143,8,47.82608695652174,100.0,26.5101275,15.030929,9.335001276573035
2024-08-14,Fear,25,3,3,66710.03,2668.4012,2168.9015130000003,46.493106,2122.4084070000004,5,24.0,100.0,433.7803026,169.581973,31.815431757413393
2024-08-15,Fear,12,1,1,1522.3700000000001,126.86416666666668,0.0,16.50261,-16.50261,0,0.0,,,,-10.840078298968056
2024-08-16,Fear,35,2,4,166382.84,4753.795428571429,825.230544,81.187942,744.042602,3,8.571428571428571,100.0,275.076848,282.51,4.471871029488377
2024-08-17,Fear,30,2,2,30248.96,1008.2986666666667,-288.283113,17.096539,-305.379652,1,3.3333333333333335,0.0,-288.283113,-288.283113,-10.095542193847326
2024-08-18,Fear,15,2,2,62804.48,4186.965333333334,307.201888,21.981557000000002,285.220331,12,86.66666666666667,100.0,25.600157333333332,14.8598,4.541401043365059
2024-08-19,Fear,8,1,1,100315.03,12539.37875,339.69958299999996,35.110258,304.58932500000003,5,62.5,100.0,67.93991659999999,45.870421,3.0363279061971076
2024-08-20,Fear,12,2,3,49914.8,4159.566666666667,192.602844,17.470174,175.13267000000002,1,8.333333333333332,100.0,192.602844,192.602844,3.5086321091139303
2024-08-21,Fear,145,2,6,104990.41,724.0717931034483,656.200925,36.746583,619.454342,54,37.24137931034483,100.0,12.151868981481481,3.362942,5.9001040380735725
2024-08-23,Fear,10,1,1,63509.56,6350.956,1005.30527,22.228341999999998,983.076928,3,30.0,100.0,335.10175666666663,77.27873,15.479196013954434
2024-08-24,Greed,7,2,2,34999.67,4999.952857142857,0.0,12.249882,-12.249882,0,0.0,,,,-0.3499999285707551
2024-08-25,Neutral,17,2,3,21950.28,1291.1929411764704,0.0,26.303603,-26.303603,0,0.0,,,,-1.1983265361535251
2024-08-26,Greed,6,2,2,92611.27,15435.211666666668,231.236918,32.302932,198.933986,2,33.33333333333333,100.0,115.618459,115.618459,2.1480537519893637
2024-08-27,Neutral,50,2,4,70250.16,1405.0032,0.0,52.053552,-52.053552,0,2.0,,,,-0.7409741415535566
2024-08-28,Fear,9,2,2,71160.06999999999,7906.674444444444,1333.359645,24.906026,1308.453619,2,22.22222222222222,100.0,666.6798225,666.6798225,18.387469531719123
2024-08-29,Fear,1,1,1,9995.85,9995.85,0.0,3.498547,-3.498547,0,0.0,,,,-0.34999994997924133
2024-08-30,Fear,6,4,4,37233.24,6205.54,256.464,13.031175999999999,243.432824,1,50.0,100.0,256.464,256.464,6.538051053306132
2024-08-31,Fear,34,3,5,107507.43000000001,3161.983235294118,10.882801,39.955315,-29.072513999999998,13,41.17647058823529,92.3076923076923,0.8371385384615385,0.30186,-0.2704233000454015
2024-09-01,Fear,12,1,4,12359.68,1029.9733333333334,137.433093,4.325861,133.107232,5,50.0,100.0,27.486618600000003,17.0533,10.769472348798674
2024-09-02,Fear,2,1,1,30000.42,15000.21,0.0,10.500148,-10.500148,0,0.0,,,,-0.35000003333286667
2024-09-04,Fear,34,2,4,131480.97,3867.0873529411765,1065.785132,63.570226999999996,1002.214905,8,23.52941176470588,62.5,133.2231415,221.000725,7.622509211789357
2024-09-05,Fear,1,1,1,0.84,0.84,0.0,0.0,0.0,0,100.0,,,,0.0
2024-09-06,Extreme Fear,42,2,2,39047.1,929.6928571428571,-1104.856765,13.666476,-1118.523241,38,90.47619047619048,0.0,-29.07517802631579,-25.125781,-28.645488166854904
2024-09-08,Fear,1,1,1,0.11,0.11,0.0,0.0,0.0,0,100.0,,,,0.0
2024-09-09,Fear,2,1,1,4014.4300000000003,2007.2150000000001,0.0,34.9079,-34.9079,0,0.0,,,,-8.695605602787941
2024-09-10,Fear,3,2,2,2547.28,849.0933333333334,-219.729659,7.2904,-227.020059,2,66.66666666666666,0.0,-109.8648295,-109.8648295,-89.12253815834929
2024-09-11,Fear,1,1,1,0.54,0.54,0.0,0.0,0.0,0,100.0,,,,0.0
2024-09-14,Neutral,11,2,2,1014.8000000000001,92.25454545454546,0.0,30.381330000000002,-30.381330000000002,0,9.090909090909092,,,,-29.938243988963343
2024-09-18,Neutral,145,1,2,13633.5,94.02413793103449,-878.684794,31.732943,-910.417737,134,92.41379310344827,0.0,-6.557349208955224,-6.405781,-66.77799075805919
2024-09-19,Neutral,19,1,2,1521.8700000000001,80.09842105263158,0.0,28.60766,-28.60766,0,0.0,,,,-18.79770282612838
2024-09-20,Neutral,16,2,3,332873.38,20804.58625,9585.03428,109.317031,9475.717249,9,56.25,88.88888888888889,1065.003808888889,201.15,28.46643143708277
2024-09-21,Neutral,23,1,1,165648.12,7202.092173913044,36165.56933,57.976841,36107.592489,23,100.0,100.0,1572.416057826087,1147.561968,217.97767755529011
2024-09-22,Neutral,3,1,1,19999.739999999998,6666.579999999999,0.0,6.999907,-6.999907,0,0.0,,,,-0.34999989999870007
2024-09-23,Neutral,2,1,1,40334.29,20167.145,334.760796,14.117002000000001,320.643794,1,50.0,100.0,334.760796,334.760796,7.949657574237701
2024-09-24,Neutral,10,2,3,7118.63,711.863,0.0,12.966142,-12.966142,0,0.0,,,,-1.8214378328414313
2024-09-25,Greed,9,2,2,52754.130000000005,5861.570000000001,0.0,17.764677,-17.764677,0,0.0,,,,-0.33674476292187927
2024-09-26,Neutral,8,2,2,113711.93000000001,14213.991250000001,439.812513,31.348204,408.464309,2,25.0,100.0,219.9062565,219.9062565,3.5920972320142663
2024-09-27,Greed,56,2,2,126097.04,2251.732857142857,0.0,37.503311,-37.503311,0,0.0,,,,-0.2974162676617944
2024-09-28,Greed,4,1,1,29199.21,7299.8025,0.0,2.8031200000000003,-2.8031200000000003,0,0.0,,,,-0.0959998575303921
2024-09-30,Greed,106,2,2,214669.85,2025.1872641509435,2710.626288,65.637576,2644.988712,5,4.716981132075472,100.0,542.1252575999999,395.724488,12.32119327423017
2024-10-01,Neutral,4,1,1,139954.32,34988.58,0.0,48.98401,-48.98401,0,0.0,,,,-0.34999998570962293
2024-10-02,Fear,4,1,1,99954.34,24988.585,0.0,34.984016999999994,-34.984016999999994,0,0.0,,,,-0.3499999799908638
2024-10-03,Fear,9,2,2,132935.69,14770.632222222222,100.375782,46.527491000000005,53.848290999999996,3,33.33333333333333,100.0,33.458594,44.790655,0.4050702335843745
2024-10-04,Fear,1,1,1,0.34,0.34,0.0,0.0,0.0,0,100.0,,,,0.0
2024-10-05,Neutral,37,2,2,605605.74,16367.722702702702,5767.161892,211.961771,5555.200121,24,67.56756756756756,100.0,240.29841216666668,154.41846,9.172964775730165
2024-10-06,Neutral,22,1,1,300130.56,13642.298181818182,130.487079,105.045693,25.441386,5,22.727272727272727,100.0,26.0974158,15.234251,0.08476772908430252
2024-10-07,Neutral,21,1,1,219984.65,10475.459523809524,0.0,76.994616,-76.994616,0,0.0,,,,-0.34999994772362525
2024-10-08,Neutral,36,2,2,434584.13,12071.781388888889,5396.546638,152.10422,5244.4424180000005,33,97.22222222222221,100.0,163.5317163030303,32.808,12.067726490610692
2024-10-09,Neutral,14,1,1,220399.93,15742.852142857142,396.06272,77.139967,318.922753,3,21.428571428571427,100.0,132.02090666666666,130.277376,1.447018395151033
2024-10-10,Fear,16,1,1,300024.33999999997,18751.521249999998,0.0,105.00851,-105.00851,0,0.0,,,,-0.3499999700024338
2024-10-11,Fear,26,2,2,488904.19,18804.007307692307,8885.327477,171.116194,8714.211283,18,73.07692307692307,100.0,493.6293042777778,494.70394999999996,17.82396522926097
2024-10-12,Neutral,10,1,1,159713.4,15971.34,541.55471,55.899685,485.65502499999997,7,70.0,100.0,77.36495857142857,89.495,3.040790722631914
2024-10-13,Neutral,10,1,1,60002.42,6000.242,0.0,21.000841,-21.000841,0,0.0,,,,-0.3499999000040332
2024-10-14,Neutral,5,1,1,61916.020000000004,12383.204000000002,1913.61958,21.670604,1891.948976,5,100.0,100.0,382.72391600000003,43.747165,30.556695601558364
